Response_ID,Customer_Name,Age,Country,Overall_Satisfaction,Recommendation_Score,Music_Variety,Podcast_Availability,Pricing,App_Performance,Device_Used,Usage_Frequency,Wants_Customization,Additional_Feedback
1320,Justin Harper,53,Guadeloupe,1,2,3,1,Fair,2,Mobile,Weekly,No,
1321,Bailey Harris,55,Tajikistan,5,0,3,1,Too Expensive,2,Mobile,Daily,Yes,
1322,George Murphy,39,Faroe Islands,1,7,2,5,Fair,5,Other,Daily,No,
1323,Mrs. Amber Brennan,42,Costa Rica,4,9,1,1,Fair,5,Mobile,Daily,No,Certain return born herself later indeed court.
1324,Maxwell Rodriguez,21,Finland,1,3,4,3,Cheap,3,Mobile,Weekly,No,
1325,Daniel Garrison,54,Timor-Leste,4,0,2,4,Fair,2,Mobile,Daily,Yes,
1326,Elizabeth Patel,55,Albania,2,4,5,1,Fair,4,Mobile,Daily,Yes,
1327,Kathryn Herrera,43,Rwanda,2,3,5,3,Too Expensive,4,Desktop,Daily,No,
1328,Derrick Young,28,Burundi,4,3,1,1,Fair,5,Mobile,Monthly,Yes,
1329,Samantha Porter,50,Guinea,3,3,1,1,Too Expensive,4,Mobile,Daily,Yes,
1330,Christopher Mcdonald,21,Sri Lanka,1,1,5,1,Too Expensive,4,Mobile,Daily,Yes,Here goal whole wonder week red on.
1331,Jason Cherry,56,Guam,5,4,4,3,Fair,4,Mobile,Weekly,No,Quite method more whether attack dinner each one.
1332,Darren Jensen,32,Ecuador,1,10,5,1,Cheap,2,Mobile,Daily,No,
1333,Victor Peters,26,Antarctica (the territory South of 60 deg S),4,1,5,5,Fair,4,Desktop,Daily,Yes,Mother service executive analysis such feeling.
1334,Megan Mcgrath,27,Slovakia (Slovak Republic),3,3,3,1,Fair,2,Mobile,Weekly,Yes,
1335,Deborah Jones,50,Martinique,2,6,5,2,Fair,5,Mobile,Weekly,Yes,
1336,Ruben Shepherd,28,Togo,4,4,1,4,Too Expensive,2,Smart Speaker,Daily,No,
1337,Nicole Morgan,39,Morocco,4,1,3,3,Fair,5,Mobile,Daily,No,
1338,Todd Cole,22,Montenegro,2,10,5,3,Too Expensive,3,Desktop,Daily,No,
1339,Kelly Sanchez,57,Cambodia,2,5,3,2,Fair,2,Mobile,Rarely,Yes,
1340,Michael Simpson,24,Northern Mariana Islands,4,7,3,1,Too Expensive,2,Mobile,Weekly,Yes,
1341,George Gamble,44,Romania,3,1,2,3,Fair,1,Desktop,Daily,Yes,Consider fund rich discussion Democrat here baby society.
1342,Brent Jones,30,Monaco,1,9,1,5,Fair,4,Desktop,Daily,No,Art recent newspaper drug less Congress age statement.
1343,Jacqueline Krause,46,Kiribati,3,8,5,4,Too Expensive,5,Mobile,Daily,Yes,
1344,Sandra Tucker,34,Zambia,3,3,3,3,Fair,3,Mobile,Weekly,Yes,
1345,Derek Rice,57,Georgia,5,9,5,4,Too Expensive,4,Mobile,Weekly,Yes,
1346,Adam Estrada,34,Gabon,4,5,3,1,Too Expensive,4,Mobile,Weekly,Yes,
1347,Jason Hughes,31,Panama,3,5,1,4,Fair,3,Mobile,Daily,No,
1348,Jennifer Bradshaw,25,British Indian Ocean Territory (Chagos Archipelago),2,8,2,5,Fair,3,Mobile,Daily,Yes,Argue structure more anyone major inside.
1349,Alexander Rivera,54,Northern Mariana Islands,4,8,3,4,Fair,2,Smart Speaker,Daily,No,
1350,Amanda Rose,29,Croatia,4,7,5,3,Too Expensive,3,Mobile,Weekly,Yes,
1351,Kevin Hodges,52,Ghana,5,5,5,3,Too Expensive,3,Mobile,Daily,No,
1352,Jason Abbott,47,Switzerland,2,3,1,4,Cheap,2,Mobile,Daily,Yes,First charge dog.
1353,Eric Olson,51,Saudi Arabia,5,10,5,5,Too Expensive,2,Mobile,Daily,No,
1354,Julia Lyons,36,Gambia,4,3,1,1,Fair,1,Mobile,Daily,Yes,
1355,Randall Duncan,58,Afghanistan,5,8,3,5,Too Expensive,3,Mobile,Daily,Yes,Democratic box big yard.
1356,Katrina Lopez,53,Russian Federation,2,10,5,3,Too Expensive,1,Desktop,Weekly,Yes,
1357,Robert Clark,24,Honduras,1,2,1,4,Too Expensive,3,Mobile,Weekly,Yes,Local this fall bag.
1358,Kaitlyn Benson,57,Tunisia,2,7,1,1,Too Expensive,1,Mobile,Rarely,Yes,
1359,Ashley Anderson,45,Mayotte,1,7,3,2,Fair,2,Mobile,Daily,Yes,American focus attention truth cold kind.
1360,Frank Fry,53,Qatar,4,6,4,3,Fair,4,Desktop,Daily,No,
1361,Charles Henderson,30,Lebanon,5,4,1,3,Fair,4,Mobile,Daily,No,
1362,Jason Walker,20,Bouvet Island (Bouvetoya),1,8,1,3,Cheap,2,Mobile,Daily,Yes,
1363,John Moore,40,Ethiopia,2,4,1,1,Cheap,1,Mobile,Rarely,Yes,
1364,Jesse Edwards,59,Comoros,3,3,2,5,Too Expensive,1,Desktop,Daily,Yes,
1365,Jeremiah Jones,58,Netherlands Antilles,1,1,3,2,Too Expensive,2,Mobile,Daily,No,
1366,Katherine Vazquez,39,Guatemala,3,0,5,4,Too Expensive,3,Mobile,Daily,Yes,
1367,Donna Henderson,41,Montenegro,1,5,3,2,Too Expensive,1,Other,Weekly,Yes,
1368,Dr. George Coleman,21,Puerto Rico,5,3,2,3,Too Expensive,4,Mobile,Daily,Yes,
1369,Shaun Thomas,56,Northern Mariana Islands,4,4,1,3,Fair,5,Mobile,Daily,Yes,
1370,Ryan Valentine,33,Micronesia,2,5,3,1,Fair,3,Mobile,Daily,No,
1371,Matthew Santana,40,Trinidad and Tobago,1,10,1,3,Fair,4,Desktop,Daily,No,
1372,Justin Smith,57,Kiribati,1,2,4,1,Fair,3,Mobile,Daily,Yes,
1373,John Thomas,40,Netherlands Antilles,1,9,5,3,Fair,3,Mobile,Daily,Yes,
1374,Paul Rasmussen,53,Tanzania,4,0,3,1,Fair,5,Mobile,Daily,Yes,
1375,Jose Howard,25,Ecuador,3,8,3,4,Fair,3,Desktop,Daily,No,
1376,Amy Bailey,45,Uruguay,4,6,5,1,Fair,5,Mobile,Rarely,No,Too doctor once response into same.
1377,Jeremy Rodgers,30,Gibraltar,1,0,5,5,Too Expensive,1,Desktop,Daily,No,
1378,Isaac Reed,59,Kazakhstan,5,0,3,2,Cheap,3,Desktop,Daily,Yes,
1379,Richard Snyder,32,India,5,10,5,5,Fair,5,Desktop,Daily,Yes,Follow one until you pick base give.
1380,Joseph Fields,31,South Georgia and the South Sandwich Islands,5,2,5,4,Fair,4,Mobile,Daily,Yes,
1381,Patrick Mcguire,20,Holy See (Vatican City State),3,8,1,4,Fair,2,Mobile,Daily,Yes,
1382,Nicole Black,19,Slovakia (Slovak Republic),4,9,3,3,Fair,4,Mobile,Daily,Yes,Fund they partner able form move.
1383,Jose Pierce,46,Marshall Islands,1,3,5,4,Too Expensive,4,Mobile,Daily,No,
1384,Anne Young,24,Saint Kitts and Nevis,4,1,1,4,Fair,5,Mobile,Daily,Yes,
1385,Shawn Watson,53,Trinidad and Tobago,4,3,5,5,Fair,4,Mobile,Weekly,Yes,Lay like better beautiful last.
1386,John Day,48,Saint Kitts and Nevis,5,10,5,2,Too Expensive,2,Mobile,Weekly,Yes,Matter necessary once.
1387,Joel Smith,20,Turks and Caicos Islands,3,8,5,1,Fair,4,Other,Daily,No,
1388,Kristen Henson,44,Liberia,5,1,1,5,Too Expensive,2,Mobile,Daily,Yes,
1389,David Williams,18,Saint Helena,2,10,3,2,Fair,5,Mobile,Weekly,Yes,
1390,Anna Wheeler,52,Malawi,1,4,5,5,Cheap,3,Mobile,Daily,Yes,
1391,Mary Harris,41,Turkey,4,4,5,3,Fair,2,Mobile,Daily,Yes,
1392,Anthony Phillips,54,Jamaica,3,7,5,3,Too Expensive,3,Mobile,Daily,Yes,
1393,Kirk Turner,29,Moldova,1,7,1,2,Fair,4,Mobile,Weekly,Yes,Room many out current bad unit member.
1394,Chelsea Delacruz,21,Thailand,2,10,3,2,Too Expensive,3,Mobile,Daily,Yes,
1395,Mrs. Alice Torres,58,Turks and Caicos Islands,3,4,1,4,Fair,1,Mobile,Daily,No,
1396,Michelle Horton,18,Western Sahara,4,5,5,1,Too Expensive,4,Mobile,Daily,No,
1397,Rachel Newman,35,Cape Verde,3,4,5,4,Fair,3,Mobile,Weekly,Yes,
1398,Michael Whitaker,34,Timor-Leste,3,2,4,5,Fair,3,Mobile,Daily,Yes,
1399,Amy Hurley,52,Armenia,4,10,1,5,Too Expensive,1,Mobile,Daily,No,
1400,Amy Hahn,33,Bouvet Island (Bouvetoya),2,9,2,5,Fair,2,Mobile,Daily,No,Grow open say continue market throughout form.
1401,Bernard Morse,58,Indonesia,4,4,5,4,Too Expensive,4,Mobile,Daily,Yes,
1402,Rachel Ramirez,39,Guatemala,5,0,3,1,Too Expensive,3,Mobile,Daily,Yes,
1403,Kelly Ramirez,38,Equatorial Guinea,4,5,5,4,Too Expensive,5,Mobile,Monthly,Yes,
1404,Elizabeth Rogers,25,Dominican Republic,5,7,3,3,Too Expensive,2,Desktop,Monthly,Yes,
1405,Paula Hanna,46,Norway,5,3,1,2,Too Expensive,5,Mobile,Daily,Yes,
1406,Matthew Simpson,49,Brazil,5,8,3,1,Fair,4,Mobile,Daily,Yes,
1407,Alexander Nguyen,50,Mayotte,4,7,5,1,Too Expensive,3,Desktop,Weekly,Yes,Themselves effort far example process.
1408,Lindsey Bailey,31,Denmark,3,8,1,3,Too Expensive,2,Mobile,Daily,No,
1409,Julian Welch,39,Luxembourg,5,6,5,3,Fair,5,Mobile,Daily,Yes,Also knowledge age laugh staff audience night.
1410,Kristin Webb,25,Chad,5,7,2,1,Fair,5,Mobile,Daily,Yes,
1411,Sandra Berg,52,Cocos (Keeling) Islands,1,3,4,5,Fair,2,Mobile,Daily,No,
1412,Christopher Baker,55,Central African Republic,5,6,5,3,Cheap,5,Mobile,Daily,No,
1413,Tamara Wilkins,29,Romania,2,0,2,4,Fair,4,Desktop,Daily,No,Mrs administration style seek.
1414,Olivia Roberts,43,Albania,3,10,3,1,Fair,2,Mobile,Daily,No,Thought to however they education.
1415,Jeffrey Garcia,45,Bahamas,5,1,5,1,Fair,4,Mobile,Daily,Yes,
1416,Zachary Fields,33,Bosnia and Herzegovina,3,6,5,2,Fair,3,Mobile,Weekly,Yes,
1417,Lauren Jones,41,Kuwait,4,6,5,3,Too Expensive,5,Other,Weekly,Yes,
1418,Kayla Shelton,39,Angola,1,1,1,4,Fair,3,Mobile,Daily,Yes,Half reflect beat task.
1419,Gail Bray,40,Bahrain,1,2,2,4,Fair,3,Desktop,Daily,Yes,Soon rich against community civil.
1420,Walter Lopez,24,Bolivia,5,1,1,2,Too Expensive,1,Mobile,Daily,No,
1421,Steven Smith,34,Saudi Arabia,5,8,3,2,Fair,5,Desktop,Daily,Yes,
1422,Elijah Spence,58,Uganda,2,4,5,2,Fair,4,Mobile,Daily,Yes,
1423,Rebecca Porter,25,Estonia,2,3,5,1,Too Expensive,5,Mobile,Monthly,No,Rock hand show my room.
1424,Frank Gilmore,56,Saint Barthelemy,1,9,3,2,Fair,3,Smart Speaker,Daily,No,
1425,Jennifer Schwartz,53,Norway,2,3,2,3,Too Expensive,4,Smart Speaker,Daily,No,
1426,Kelly Wallace,55,San Marino,4,10,5,5,Fair,1,Other,Daily,No,
1427,Gregory Castaneda,25,United States Minor Outlying Islands,1,6,5,2,Fair,3,Mobile,Daily,No,
1428,Michael Hopkins MD,34,Dominican Republic,1,9,2,4,Fair,1,Mobile,Daily,No,
1429,Diana Mendez DDS,56,Bouvet Island (Bouvetoya),3,6,2,2,Too Expensive,2,Desktop,Weekly,No,Heavy stand myself every spring until clear.
1430,Kathy Mitchell,39,Tunisia,2,1,3,3,Too Expensive,4,Desktop,Daily,No,
1431,Rose Webb,21,Eritrea,5,4,5,5,Fair,1,Smart Speaker,Weekly,No,
1432,Cody Black,23,Liberia,2,10,2,2,Too Expensive,2,Desktop,Weekly,No,Leave positive though hope spend administration age.
1433,Jessica Wright,37,British Indian Ocean Territory (Chagos Archipelago),3,4,5,5,Fair,4,Other,Daily,Yes,
1434,Chad Hernandez,23,Niger,5,0,5,1,Too Expensive,4,Mobile,Daily,Yes,
1435,Michaela Daniel,49,Nicaragua,5,0,1,4,Fair,3,Mobile,Daily,Yes,
1436,James Wilson,54,Seychelles,4,1,4,2,Too Expensive,1,Mobile,Monthly,Yes,
1437,Stephanie Williams,44,Seychelles,1,6,4,5,Fair,2,Smart Speaker,Daily,No,
1438,Jason Brooks,26,Marshall Islands,4,2,1,2,Fair,2,Desktop,Weekly,Yes,Modern image one impact bit dream.
1439,Samantha Robinson,38,Christmas Island,3,8,4,5,Too Expensive,4,Mobile,Daily,Yes,
1440,Sean Warner,38,Portugal,3,0,2,4,Fair,5,Mobile,Daily,No,
1441,Scott Riley,27,Portugal,1,7,1,3,Fair,5,Mobile,Daily,Yes,Class late free oil.
1442,Kevin Reed,39,Saint Helena,1,9,1,1,Fair,5,Mobile,Daily,Yes,
1443,Shane Bradley,31,Lebanon,1,2,4,3,Too Expensive,1,Desktop,Daily,No,
1444,Kimberly Nunez,36,Moldova,3,3,1,2,Cheap,3,Mobile,Daily,No,World purpose brother.
1445,Sean Anderson,20,Sweden,2,2,5,1,Fair,5,Mobile,Daily,Yes,Try she brother build focus upon friend.
1446,John Leonard,34,Guatemala,4,7,1,4,Fair,1,Mobile,Daily,Yes,
1447,William Bennett,24,Bhutan,3,2,4,2,Too Expensive,2,Desktop,Daily,Yes,
1448,Matthew Johnson,36,British Indian Ocean Territory (Chagos Archipelago),4,1,1,3,Fair,5,Mobile,Daily,Yes,Truth politics prove myself.
1449,Jerome Reynolds,36,Dominica,2,6,5,4,Fair,1,Mobile,Daily,Yes,That want item pull guy.
1450,Laurie Meyer,24,Lithuania,5,3,5,2,Too Expensive,3,Desktop,Daily,Yes,
1451,Sandra King,57,Kiribati,2,2,2,1,Fair,2,Mobile,Daily,Yes,Change total thing account human suggest hundred happy.
1452,Dr. Morgan Maynard,19,Botswana,1,5,5,2,Fair,3,Mobile,Monthly,Yes,Late nation system.
1453,Jeremy Nelson,55,Vietnam,3,10,4,2,Cheap,3,Mobile,Daily,Yes,
1454,Kristen Terrell,48,Central African Republic,3,2,3,1,Fair,2,Desktop,Daily,No,Into life dinner own dinner discover let parent.
1455,Collin Haynes,20,Greece,3,1,2,2,Fair,3,Mobile,Daily,Yes,Car support time assume gun thousand rather.
1456,Paige Skinner,27,Ethiopia,3,10,1,3,Cheap,1,Desktop,Weekly,No,
1457,Todd Patterson,29,Iran,1,4,4,4,Fair,3,Desktop,Daily,Yes,
1458,Andrew Andrade,54,Mongolia,1,3,4,2,Fair,1,Desktop,Daily,Yes,
1459,Joel Smith,48,Montenegro,4,5,4,4,Fair,4,Mobile,Monthly,Yes,
1460,Lisa Kelly,20,Georgia,2,1,2,2,Fair,2,Desktop,Daily,No,
1461,Jacqueline Jones,59,Guinea-Bissau,3,4,3,3,Cheap,2,Mobile,Daily,No,
1462,Chris Miranda,24,Turkmenistan,2,1,1,4,Too Expensive,1,Mobile,Daily,Yes,
1463,Jasmine Jones,21,Kyrgyz Republic,5,6,1,4,Too Expensive,3,Mobile,Rarely,Yes,
1464,Michelle Bryant,27,Singapore,1,0,4,1,Fair,5,Mobile,Daily,Yes,
1465,Cathy Gomez,58,Malaysia,1,10,3,5,Cheap,5,Mobile,Daily,Yes,
1466,Rebecca Fernandez,25,Myanmar,3,4,1,2,Cheap,5,Desktop,Daily,Yes,
1467,George Evans,55,Madagascar,1,4,2,3,Fair,5,Desktop,Weekly,Yes,
1468,Denise Peterson,45,Belgium,3,5,4,1,Fair,1,Mobile,Daily,No,
1469,Amber Warren,41,New Zealand,4,9,4,3,Fair,4,Mobile,Daily,No,
1470,Audrey Brown,45,Angola,3,7,4,1,Fair,5,Mobile,Weekly,No,
1471,William Fox,32,Luxembourg,4,8,5,2,Too Expensive,1,Desktop,Daily,Yes,
1472,Jeffrey Torres,23,Qatar,5,10,3,3,Fair,5,Mobile,Daily,No,
1473,Michael Murphy,40,Peru,1,6,1,3,Fair,5,Mobile,Daily,Yes,Stand different year answer head region magazine.
1474,Christina Lowe,48,Algeria,2,10,5,1,Too Expensive,4,Mobile,Daily,No,Little season attorney high future resource.
1475,Sarah Howard,53,Central African Republic,4,3,1,3,Too Expensive,3,Desktop,Daily,No,
1476,Cynthia Fernandez,44,Barbados,3,7,1,1,Too Expensive,1,Mobile,Daily,Yes,
1477,William Whitney,43,Panama,4,10,5,5,Fair,5,Mobile,Daily,Yes,By kind anything never control.
1478,Mrs. Jennifer Walters,33,Gibraltar,5,2,4,4,Fair,1,Mobile,Daily,Yes,
1479,Shannon Parker MD,33,Mongolia,5,8,1,3,Fair,1,Mobile,Monthly,Yes,
1480,Kaylee Elliott,18,Western Sahara,4,7,1,3,Fair,2,Desktop,Rarely,No,
1481,Sandra Smith,21,Eritrea,4,6,3,3,Fair,5,Mobile,Daily,No,
1482,Carolyn Wilson,25,Cocos (Keeling) Islands,3,0,4,2,Fair,4,Mobile,Weekly,Yes,
1483,Tammy Taylor,29,Martinique,2,0,1,2,Fair,5,Mobile,Daily,Yes,
1484,Evan Houston,19,Benin,5,5,1,4,Fair,2,Desktop,Monthly,No,
1485,Amy Hood,26,Saint Martin,1,7,2,1,Fair,1,Mobile,Daily,Yes,
1486,Lacey Raymond,35,Zimbabwe,5,6,1,2,Too Expensive,1,Mobile,Daily,Yes,Especially music affect someone.
1487,Thomas Nguyen,34,Algeria,3,4,2,1,Too Expensive,4,Mobile,Daily,No,Authority everybody myself discover know prepare.
1488,Timothy Sherman,44,Guadeloupe,1,9,3,4,Fair,2,Mobile,Daily,Yes,
1489,Kayla Gross,28,Dominican Republic,2,2,2,2,Fair,4,Mobile,Daily,No,
1490,Anthony Richmond,32,Morocco,1,2,3,1,Fair,4,Mobile,Monthly,No,
1491,Savannah Jenkins,52,Haiti,3,7,3,4,Too Expensive,5,Mobile,Daily,Yes,
1492,Brian Willis,37,Barbados,5,5,3,3,Fair,4,Mobile,Monthly,Yes,
1493,Angela Erickson,23,Botswana,4,10,2,4,Cheap,1,Desktop,Daily,Yes,Military blue start area north itself Mr brother.
1494,Erika Waller,48,Lebanon,1,3,4,2,Too Expensive,4,Mobile,Weekly,Yes,Particular forget cut nearly next.
1495,Troy Fisher,46,Bermuda,2,4,2,5,Too Expensive,5,Mobile,Daily,Yes,
1496,Stephen Terry,49,Puerto Rico,5,0,1,2,Fair,2,Smart Speaker,Daily,Yes,Now year carry drive gas.
1497,Michael Keller,20,Guyana,2,2,1,5,Fair,2,Mobile,Daily,No,
1498,Thomas Salas,26,Burkina Faso,4,6,1,2,Fair,2,Mobile,Monthly,Yes,Economic pretty nice.
1499,Caroline Johnson,56,Puerto Rico,2,3,3,2,Cheap,2,Mobile,Daily,Yes,
1500,Keith Turner,40,Falkland Islands (Malvinas),2,3,1,1,Fair,5,Mobile,Daily,Yes,
1501,Samantha Dawson,20,Myanmar,4,10,1,5,Fair,1,Smart Speaker,Daily,No,
1502,Kim Preston,19,Guinea-Bissau,4,2,5,5,Fair,5,Mobile,Weekly,No,
1503,Courtney Arias,26,Mozambique,3,4,5,5,Too Expensive,1,Smart Speaker,Weekly,No,
1504,Crystal Holt,43,Austria,1,8,2,1,Fair,4,Mobile,Weekly,No,Stuff already describe simply sport fact.
1505,Christine Odom,31,Sao Tome and Principe,5,3,1,5,Fair,5,Desktop,Weekly,Yes,Perform accept ground art field even.
1506,Mrs. Anna Scott MD,22,Hungary,5,2,5,3,Too Expensive,4,Mobile,Monthly,Yes,Artist wear spend guy campaign.
1507,Joshua Thomas,28,Bangladesh,2,7,5,5,Cheap,2,Mobile,Monthly,Yes,
1508,Olivia Brooks,42,Afghanistan,5,5,1,4,Cheap,1,Mobile,Daily,No,
1509,Matthew Lane,46,Reunion,5,1,5,5,Fair,4,Mobile,Daily,Yes,Data rest page wish business goal claim.
1510,Kayla Murray,30,Zambia,4,5,2,2,Fair,5,Mobile,Rarely,Yes,
1511,Karla Dyer,59,Heard Island and McDonald Islands,2,7,5,3,Fair,4,Mobile,Weekly,Yes,Significant general top heavy new high.
1512,Donald Trevino,31,Luxembourg,1,2,1,1,Too Expensive,3,Mobile,Rarely,No,
1513,Clinton Nelson,44,Austria,3,5,1,1,Cheap,4,Other,Monthly,No,High across himself.
1514,Melinda Parks,28,Lesotho,3,6,3,5,Too Expensive,2,Mobile,Daily,Yes,
1515,Patricia Smith,52,Liechtenstein,2,4,5,5,Too Expensive,5,Mobile,Rarely,No,
1516,Justin Williams,47,Bahrain,3,0,5,4,Fair,3,Mobile,Daily,Yes,
1517,Robert Booth,58,Western Sahara,2,2,5,5,Too Expensive,2,Mobile,Daily,No,
1518,Edward Farmer,36,British Indian Ocean Territory (Chagos Archipelago),5,4,1,3,Too Expensive,2,Smart Speaker,Weekly,Yes,
1519,Melanie Barker,40,Luxembourg,3,3,2,4,Fair,3,Mobile,Daily,Yes,
1520,Carl Chandler,54,Guyana,5,7,5,4,Too Expensive,1,Desktop,Daily,Yes,
1521,Amy Thomas,23,Eritrea,4,4,1,5,Too Expensive,4,Desktop,Daily,Yes,Bill relate that perhaps level deal.
1522,Nathaniel Williams,23,Lesotho,1,6,2,2,Too Expensive,4,Mobile,Daily,Yes,Baby member head test.
1523,Kenneth Peterson,49,Portugal,2,4,3,3,Fair,3,Mobile,Monthly,No,Term wait prepare key song.
1524,Ricky Deleon,39,Tonga,5,2,2,3,Too Expensive,5,Desktop,Daily,No,
1525,Jacob Hendricks,27,Nauru,4,7,3,5,Fair,3,Mobile,Daily,Yes,Two evening why support tend list.
1526,Bailey Rojas,19,Bosnia and Herzegovina,1,0,2,4,Too Expensive,1,Mobile,Daily,No,Worker course buy prevent road total ground.
1527,Scott Lawrence,40,Malta,3,6,5,3,Too Expensive,5,Desktop,Daily,Yes,
1528,Hunter Walsh,43,Grenada,2,4,3,1,Fair,1,Mobile,Daily,No,
1529,Katrina Bowman,22,Austria,3,4,3,2,Too Expensive,3,Mobile,Daily,No,
1530,Linda Reid,35,Central African Republic,3,0,4,5,Fair,1,Other,Daily,Yes,
1531,Crystal Reed,36,Sweden,4,10,5,4,Too Expensive,3,Mobile,Daily,Yes,
1532,Jennifer Richardson,39,Montenegro,5,5,5,4,Fair,4,Mobile,Daily,Yes,
1533,Terry Clark,18,Montenegro,2,7,3,5,Fair,3,Mobile,Rarely,No,Majority involve nice herself late late low.
1534,Andrew Smith,31,Heard Island and McDonald Islands,5,5,4,1,Cheap,2,Desktop,Daily,No,
1535,Christine Espinoza,51,Italy,4,10,2,1,Fair,3,Mobile,Daily,No,
1536,Adam White MD,30,Russian Federation,5,5,1,3,Too Expensive,5,Other,Daily,Yes,
1537,Elizabeth Burton,38,Dominican Republic,5,8,5,1,Fair,5,Mobile,Daily,Yes,
1538,John Adkins,53,Liechtenstein,4,6,4,3,Cheap,3,Mobile,Daily,No,
1539,Amanda Nelson,21,Brazil,1,6,4,5,Fair,1,Smart Speaker,Weekly,Yes,
1540,Christopher Cannon,55,Venezuela,2,10,2,1,Too Expensive,2,Mobile,Daily,Yes,
1541,Edward Stewart,20,Bosnia and Herzegovina,5,9,3,3,Too Expensive,3,Mobile,Daily,Yes,
1542,Alicia Schmidt,40,Italy,4,5,1,4,Fair,5,Mobile,Daily,Yes,Education avoid end crime their memory.
1543,Cynthia Tran,45,Albania,5,7,2,3,Fair,5,Desktop,Daily,No,
1544,Kevin Collins,53,Jersey,1,1,1,2,Fair,2,Mobile,Monthly,Yes,
1545,Joshua Morales,20,Libyan Arab Jamahiriya,4,9,1,4,Fair,3,Mobile,Daily,No,Child president part task field.
1546,Jeff Mayo,50,Cape Verde,1,5,4,4,Cheap,4,Smart Speaker,Daily,No,
1547,Jeff Velazquez,54,Ghana,3,10,4,5,Too Expensive,2,Desktop,Monthly,No,
1548,Jennifer Lawrence,57,Honduras,2,5,1,1,Fair,2,Mobile,Daily,Yes,
1549,Adam Moyer,44,Greece,5,8,4,3,Fair,3,Smart Speaker,Monthly,Yes,
1550,David Robertson,33,Senegal,3,1,4,2,Cheap,2,Mobile,Daily,No,
1551,Mr. Brandon Calhoun,39,Mali,3,5,2,5,Fair,2,Mobile,Weekly,No,
1552,Mary Lynch,20,United Arab Emirates,4,4,2,1,Fair,5,Desktop,Daily,No,
1553,Antonio Sullivan,30,Tuvalu,2,4,3,3,Fair,2,Mobile,Weekly,Yes,Eye we available across kitchen choice per.
1554,Jeffrey Cooper,23,Montenegro,2,1,2,5,Too Expensive,5,Mobile,Daily,Yes,
1555,Jennifer Davidson,36,Botswana,1,3,4,1,Fair,1,Mobile,Daily,Yes,
1556,Lisa Morgan,52,United Arab Emirates,4,6,4,5,Too Expensive,5,Mobile,Daily,Yes,
1557,Lori Mann,58,United States of America,1,2,3,1,Too Expensive,5,Mobile,Daily,Yes,Suddenly unit now perform Republican recent couple.
1558,Ashley Allen,55,Guyana,2,8,1,4,Cheap,3,Mobile,Daily,Yes,
1559,Jasmine Cunningham,24,South Africa,5,3,3,1,Fair,3,Mobile,Weekly,Yes,
1560,Michelle Daniels,21,Antarctica (the territory South of 60 deg S),5,6,3,5,Too Expensive,3,Desktop,Weekly,Yes,
1561,Alan Burke,47,Paraguay,5,5,5,2,Fair,3,Desktop,Daily,No,
1562,Cristina Kim,28,Jamaica,1,2,2,4,Fair,2,Desktop,Daily,Yes,Decide daughter assume something.
1563,Dominique Martin,40,South Africa,1,5,5,5,Fair,5,Mobile,Rarely,Yes,
1564,Megan Moore,36,Micronesia,1,7,5,1,Fair,5,Mobile,Daily,Yes,
1565,Michael Reeves,51,Morocco,5,8,5,2,Too Expensive,3,Mobile,Daily,Yes,
1566,Amanda Smith,41,Guernsey,4,8,5,3,Fair,3,Mobile,Daily,Yes,
1567,Sherry Burnett,56,Nepal,5,6,4,1,Fair,1,Mobile,Weekly,No,
1568,Ruth Thomas,31,Malaysia,2,5,4,3,Fair,4,Desktop,Monthly,Yes,
1569,Brian Walker,58,Hong Kong,3,4,4,2,Too Expensive,5,Desktop,Daily,Yes,
1570,Dr. David Pineda DDS,59,Morocco,3,10,5,2,Fair,5,Mobile,Daily,Yes,Science follow size crime recognize media education.
1571,Tammy Peters,47,Slovakia (Slovak Republic),3,7,4,3,Cheap,4,Mobile,Daily,Yes,
1572,William Brown,20,British Indian Ocean Territory (Chagos Archipelago),2,5,5,3,Fair,5,Mobile,Daily,Yes,
1573,Timothy Thompson,37,Saudi Arabia,2,10,2,3,Too Expensive,1,Mobile,Daily,No,Deal fall fall light size instead.
1574,Bradley Martinez,44,Northern Mariana Islands,3,8,3,2,Too Expensive,4,Mobile,Daily,Yes,
1575,Nathan Scott,47,Somalia,3,8,2,1,Fair,1,Mobile,Daily,No,Figure hundred either into sport.
1576,Chad West,52,Burundi,4,4,2,3,Too Expensive,4,Mobile,Weekly,Yes,Star alone part.
1577,Debra Adams,49,Northern Mariana Islands,4,8,3,1,Too Expensive,2,Mobile,Monthly,No,
1578,Steve Clark,49,Bouvet Island (Bouvetoya),3,4,3,3,Fair,5,Mobile,Daily,No,
1579,Michael Barron,24,Thailand,2,7,1,2,Fair,4,Smart Speaker,Daily,Yes,
1580,David Gonzales,18,Lesotho,2,0,2,5,Fair,1,Mobile,Daily,Yes,
1581,Peter Boyle,35,Timor-Leste,1,8,3,1,Fair,4,Mobile,Weekly,Yes,Opportunity foot this article let service property.
1582,Christine Roy,28,Suriname,1,2,1,2,Fair,1,Mobile,Weekly,Yes,
1583,Nicholas Morgan,52,Congo,5,6,4,5,Too Expensive,2,Desktop,Daily,No,Focus walk fine group.
1584,Bradley Bryant,21,Sweden,5,3,3,5,Fair,5,Mobile,Daily,Yes,Control note practice scientist.
